t,x,z,th1,th2,dth1,dth2
0.0346,1.99999,-0.00458307,-0.00372375,0.00286442,-0.215245,0.165573
0.0347,1.99999,-0.0046096,-0.0037453,0.002881,-0.215867,0.166051
0.0348,1.99999,-0.00463621,-0.00376692,0.00289763,-0.216489,0.16653
0.0349,1.99999,-0.00466289,-0.0037886,0.00291431,-0.217112,0.167008
0.035,1.99999,-0.00468965,-0.00381034,0.00293103,-0.217734,0.167487
0.0351,1.99999,-0.00471649,-0.00383215,0.0029478,-0.218356,0.167965
0.0352,1.99999,-0.0047434,-0.00385402,0.00296462,-0.218978,0.168444
0.0353,1.99999,-0.00477039,-0.00387594,0.00298149,-0.2196,0.168922
0.0354,1.99999,-0.00479745,-0.00389794,0.00299841,-0.220222,0.169401
0.0355,1.99999,-0.0048246,-0.00391999,0.00301537,-0.220844,0.169879
0.0356,1.99999,-0.00485182,-0.0039421,0.00303238,-0.221466,0.170358
0.0357,1.99999,-0.00487911,-0.00396428,0.00304944,-0.222088,0.170836
0.0358,1.99999,-0.00490648,-0.00398652,0.00306655,-0.22271,0.171315
0.0359,1.99999,-0.00493393,-0.00400882,0.00308371,-0.223332,0.171793
0.036,1.99999,-0.00496146,-0.00403119,0.00310091,-0.223955,0.172272
0.0361,1.99999,-0.00498906,-0.00405362,0.00311816,-0.224577,0.17275
0.0362,1.99999,-0.00501674,-0.0040761,0.00313546,-0.225199,0.173229
0.0363,1.99999,-0.00504449,-0.00409866,0.00315281,-0.225821,0.173707
0.0364,1.99999,-0.00507232,-0.00412127,0.0031702,-0.226443,0.174186
0.0365,1.99999,-0.00510023,-0.00414394,0.00318764,-0.227065,0.174664
0.0366,1.99999,-0.00512822,-0.00416668,0.00320513,-0.227687,0.175143
0.0367,1.99999,-0.00515628,-0.00418948,0.00322267,-0.228309,0.175622
0.0368,1.99999,-0.00518442,-0.00421234,0.00324026,-0.228931,0.1761
0.0369,1.99999,-0.00521263,-0.00423527,0.00325789,-0.229553,0.176579
0.037,1.99999,-0.00524092,-0.00425825,0.00327557,-0.230175,0.177057
0.0371,1.99999,-0.00526929,-0.0042813,0.0032933,-0.230798,0.177536
0.0372,1.99999,-0.00529773,-0.00430441,0.00331108,-0.23142,0.178014
0.0373,1.99999,-0.00532625,-0.00432759,0.00332891,-0.232042,0.178493
0.0374,1.99999,-0.00535485,-0.00435082,0.00334678,-0.232664,0.178971
0.0375,1.99999,-0.00538352,-0.00437412,0.0033647,-0.233286,0.17945
0.0376,1.99999,-0.00541227,-0.00439748,0.00338267,-0.233908,0.179928
0.0377,1.99999,-0.0054411,-0.0044209,0.00340069,-0.23453,0.180407
0.0378,1.99999,-0.00547,-0.00444438,0.00341875,-0.235152,0.180885
0.0379,1.99999,-0.00549898,-0.00446793,0.00343686,-0.235774,0.181364
0.038,1.99999,-0.00552804,-0.00449154,0.00345502,-0.236396,0.181842
0.0381,1.99999,-0.00555717,-0.00451521,0.00347323,-0.237018,0.182321
0.0382,1.99999,-0.00558638,-0.00453894,0.00349149,-0.237641,0.182799
0.0383,1.99999,-0.00561567,-0.00456274,0.00350979,-0.238263,0.183278
0.0384,1.99999,-0.00564503,-0.0045866,0.00352814,-0.238885,0.183756
0.0385,1.99999,-0.00567447,-0.00461052,0.00354654,-0.239507,0.184235
0.0386,1.99999,-0.00570399,-0.0046345,0.00356499,-0.240129,0.184713
0.0387,1.99999,-0.00573358,-0.00465854,0.00358349,-0.240751,0.185192
0.0388,1.99999,-0.00576325,-0.00468265,0.00360203,-0.241373,0.18567
0.0389,1.99999,-0.005793,-0.00470682,0.00362062,-0.241995,0.186149
0.039,1.99999,-0.00582282,-0.00473105,0.00363926,-0.242617,0.186627
0.0391,1.99999,-0.00585272,-0.00475534,0.00365794,-0.243239,0.187106
0.0392,1.99999,-0.00588269,-0.00477969,0.00367668,-0.243861,0.187584
0.0393,1.99999,-0.00591274,-0.00480411,0.00369546,-0.244483,0.188063
0.0394,1.99999,-0.00594287,-0.00482859,0.00371429,-0.245106,0.188541
0.0395,1.99999,-0.00597308,-0.00485313,0.00373317,-0.245728,0.18902
0.0396,1.99999,-0.00600336,-0.00487774,0.0037521,-0.24635,0.189498
0.0397,1.99999,-0.00603372,-0.0049024,0.00377107,-0.246972,0.189977
0.0398,1.99999,-0.00606415,-0.00492713,0.00379009,-0.247594,0.190455
0.0399,1.99999,-0.00609466,-0.00495192,0.00380916,-0.248216,0.190934
0.04,1.99999,-0.00612525,-0.00497677,0.00382828,-0.248838,0.191412
0.0401,1.99999,-0.00615591,-0.00500169,0.00384744,-0.24946,0.191891
0.0402,1.99999,-0.00618665,-0.00502667,0.00386666,-0.250082,0.192369
0.0403,1.99999,-0.00621747,-0.00505171,0.00388592,-0.250704,0.192848
0.0404,1.99999,-0.00624837,-0.00507681,0.00390523,-0.251326,0.193326
0.0405,1.99999,-0.00627934,-0.00510197,0.00392458,-0.251949,0.193805
0.0406,1.99999,-0.00631038,-0.0051272,0.00394399,-0.252571,0.194283
0.0407,1.99999,-0.00634151,-0.00515249,0.00396344,-0.253193,0.194762
0.0408,1.99999,-0.00637271,-0.00517784,0.00398294,-0.253815,0.195241
0.0409,1.99999,-0.00640398,-0.00520325,0.00400249,-0.254437,0.195719
0.041,1.99999,-0.00643534,-0.00522872,0.00402208,-0.255059,0.196198
0.0411,1.99999,-0.00646677,-0.00525426,0.00404173,-0.255681,0.196676
0.0412,1.99999,-0.00649827,-0.00527986,0.00406142,-0.256303,0.197155
0.0413,1.99999,-0.00652986,-0.00530552,0.00408116,-0.256925,0.197633
0.0414,1.99999,-0.00656152,-0.00533124,0.00410094,-0.257547,0.198112
0.0415,1.99998,-0.00659325,-0.00535703,0.00412078,-0.258169,0.19859
0.0416,1.99998,-0.00662507,-0.00538288,0.00414066,-0.258791,0.199069
0.0417,1.99998,-0.00665696,-0.00540879,0.00416059,-0.259414,0.199547
0.0418,1.99998,-0.00668892,-0.00543476,0.00418057,-0.260036,0.200026
0.0419,1.99998,-0.00672096,-0.0054608,0.0042006,-0.260658,0.200504
0.042,1.99998,-0.00675308,-0.00548689,0.00422067,-0.26128,0.200983
0.0421,1.99998,-0.00678528,-0.00551305,0.0042408,-0.261902,0.201461
0.0422,1.99998,-0.00681755,-0.00553927,0.00426097,-0.262524,0.20194
0.0423,1.99998,-0.0068499,-0.00556556,0.00428118,-0.263146,0.202418
0.0424,1.99998,-0.00688233,-0.0055919,0.00430145,-0.263768,0.202897
0.0425,1.99998,-0.00691483,-0.00561831,0.00432176,-0.26439,0.203375
0.0426,1.99998,-0.00694741,-0.00564478,0.00434212,-0.265012,0.203854
0.0427,1.99998,-0.00698006,-0.00567131,0.00436253,-0.265634,0.204332
0.0428,1.99998,-0.00701279,-0.00569791,0.00438299,-0.266256,0.204811
0.0429,1.99998,-0.0070456,-0.00572456,0.0044035,-0.266879,0.205289
0.043,1.99998,-0.00707848,-0.00575128,0.00442405,-0.267501,0.205768
0.0431,1.99998,-0.00711145,-0.00577806,0.00444465,-0.268123,0.206246
0.0432,1.99998,-0.00714448,-0.00580491,0.0044653,-0.268745,0.206725
0.0433,1.99998,-0.0071776,-0.00583181,0.00448599,-0.269367,0.207203
0.0434,1.99998,-0.00721079,-0.00585878,0.00450674,-0.269989,0.207682
0.0435,1.99998,-0.00724406,-0.00588581,0.00452753,-0.270611,0.20816
0.0436,1.99998,-0.0072774,-0.0059129,0.00454837,-0.271233,0.208639
0.0437,1.99998,-0.00731082,-0.00594006,0.00456926,-0.271855,0.209117
0.0438,1.99998,-0.00734432,-0.00596727,0.00459019,-0.272477,0.209596
0.0439,1.99998,-0.00737789,-0.00599455,0.00461118,-0.273099,0.210074
0.044,1.99998,-0.00741154,-0.00602189,0.00463221,-0.273721,0.210553
0.0441,1.99998,-0.00744527,-0.0060493,0.00465329,-0.274344,0.211031
0.0442,1.99998,-0.00747907,-0.00607676,0.00467441,-0.274966,0.21151
0.0443,1.99998,-0.00751295,-0.00610429,0.00469559,-0.275588,0.211988
0.0444,1.99998,-0.00754691,-0.00613188,0.00471681,-0.27621,0.212467
0.0445,1.99998,-0.00758094,-0.00615953,0.00473808,-0.276832,0.212945
0.0446,1.99998,-0.00761505,-0.00618725,0.0047594,-0.277454,0.213424
0.0447,1.99998,-0.00764924,-0.00621502,0.00478077,-0.278076,0.213902
0.0448,1.99998,-0.0076835,-0.00624286,0.00480218,-0.278698,0.214381
0.0449,1.99998,-0.00771784,-0.00627076,0.00482364,-0.27932,0.214859
0.045,1.99998,-0.00775225,-0.00629873,0.00484515,-0.279942,0.215338
0.0451,1.99998,-0.00778675,-0.00632675,0.00486671,-0.280564,0.215816
0.0452,1.99998,-0.00782132,-0.00635484,0.00488832,-0.281186,0.216295
0.0453,1.99998,-0.00785596,-0.00638299,0.00490997,-0.281808,0.216773
0.0454,1.99998,-0.00789068,-0.0064112,0.00493167,-0.282431,0.217251
0.0455,1.99998,-0.00792548,-0.00643947,0.00495342,-0.283053,0.21773
0.0456,1.99998,-0.00796036,-0.00646781,0.00497522,-0.283675,0.218208
0.0457,1.99998,-0.00799531,-0.00649621,0.00499706,-0.284297,0.218687
0.0458,1.99998,-0.00803034,-0.00652467,0.00501895,-0.284919,0.219165
0.0459,1.99998,-0.00806544,-0.00655319,0.0050409,-0.285541,0.219644
0.046,1.99998,-0.00810062,-0.00658178,0.00506288,-0.286163,0.220122
0.0461,1.99998,-0.00813588,-0.00661043,0.00508492,-0.286785,0.220601
0.0462,1.99998,-0.00817122,-0.00663913,0.005107,-0.287407,0.221079
0.0463,1.99998,-0.00820663,-0.00666791,0.00512914,-0.288029,0.221558
0.0464,1.99998,-0.00824212,-0.00669674,0.00515132,-0.288651,0.222036
0.0465,1.99998,-0.00827768,-0.00672564,0.00517354,-0.289273,0.222515
0.0466,1.99998,-0.00831332,-0.0067546,0.00519582,-0.289895,0.222993
0.0467,1.99998,-0.00834904,-0.00678362,0.00521814,-0.290518,0.223472
0.0468,1.99998,-0.00838483,-0.0068127,0.00524051,-0.29114,0.22395
0.0469,1.99998,-0.0084207,-0.00684184,0.00526293,-0.291762,0.224429
0.047,1.99998,-0.00845665,-0.00687105,0.0052854,-0.292384,0.224907
0.0471,1.99997,-0.00849267,-0.00690032,0.00530791,-0.293006,0.225386
0.0472,1.99997,-0.00852877,-0.00692965,0.00533048,-0.293628,0.225864
0.0473,1.99997,-0.00856495,-0.00695905,0.00535309,-0.29425,0.226343
0.0474,1.99997,-0.0086012,-0.0069885,0.00537574,-0.294872,0.226821
0.0475,1.99997,-0.00863753,-0.00701802,0.00539845,-0.295494,0.2273
0.0476,1.99997,-0.00867394,-0.0070476,0.0054212,-0.296116,0.227778
0.0477,1.99997,-0.00871042,-0.00707724,0.00544401,-0.296738,0.228257
0.0478,1.99997,-0.00874698,-0.00710695,0.00546686,-0.29736,0.228735
0.0479,1.99997,-0.00878362,-0.00713672,0.00548975,-0.297982,0.229214
0.048,1.99997,-0.00882033,-0.00716655,0.0055127,-0.298605,0.229692
0.0481,1.99997,-0.00885712,-0.00719644,0.00553569,-0.299227,0.230171
0.0482,1.99997,-0.00889399,-0.00722639,0.00555873,-0.299849,0.230649
0.0483,1.99997,-0.00893093,-0.00725641,0.00558182,-0.300471,0.231128
0.0484,1.99997,-0.00896795,-0.00728648,0.00560496,-0.301093,0.231606
0.0485,1.99997,-0.00900504,-0.00731663,0.00562814,-0.301715,0.232085
0.0486,1.99997,-0.00904221,-0.00734683,0.00565137,-0.302337,0.232563
0.0487,1.99997,-0.00907946,-0.00737709,0.00567465,-0.302959,0.233041
0.0488,1.99997,-0.00911679,-0.00740742,0.00569798,-0.303581,0.23352
0.0489,1.99997,-0.00915419,-0.00743781,0.00572136,-0.304203,0.233998
0.049,1.99997,-0.00919167,-0.00746826,0.00574478,-0.304825,0.234477
0.0491,1.99997,-0.00922922,-0.00749877,0.00576825,-0.305447,0.234955
0.0492,1.99997,-0.00926685,-0.00752935,0.00579177,-0.306069,0.235434
0.0493,1.99997,-0.00930456,-0.00755999,0.00581534,-0.306691,0.235912
0.0494,1.99997,-0.00934235,-0.00759069,0.00583896,-0.307314,0.236391
0.0495,1.99997,-0.00938021,-0.00762145,0.00586262,-0.307936,0.236869
0.0496,1.99997,-0.00941814,-0.00765228,0.00588633,-0.308558,0.237348
0.0497,1.99997,-0.00945616,-0.00768316,0.00591009,-0.30918,0.237826
0.0498,1.99997,-0.00949425,-0.00771411,0.0059339,-0.309802,0.238305
0.0499,1.99997,-0.00953242,-0.00774512,0.00595775,-0.310424,0.238783
0.05,1.99997,-0.00957066,-0.0077762,0.00598165,-0.311046,0.239262
0.0501,1.99997,-0.00960898,-0.00780733,0.0060056,-0.311668,0.23974
0.0502,1.99997,-0.00964738,-0.00783853,0.0060296,-0.31229,0.240219
0.0503,1.99997,-0.00968585,-0.00786979,0.00605365,-0.312912,0.240697
0.0504,1.99997,-0.0097244,-0.00790111,0.00607774,-0.313534,0.241175
0.0505,1.99997,-0.00976303,-0.0079325,0.00610188,-0.314156,0.241654
0.0506,1.99997,-0.00980173,-0.00796394,0.00612607,-0.314778,0.242132
0.0507,1.99997,-0.00984051,-0.00799545,0.00615031,-0.3154,0.242611
0.0508,1.99997,-0.00987937,-0.00802702,0.00617459,-0.316022,0.243089
0.0509,1.99997,-0.0099183,-0.00805866,0.00619892,-0.316645,0.243568
0.051,1.99997,-0.00995731,-0.00809035,0.00622331,-0.317267,0.244046
0.0511,1.99997,-0.0099964,-0.00812211,0.00624773,-0.317889,0.244525
0.0512,1.99996,-0.0100356,-0.00815393,0.00627221,-0.318511,0.245003
0.0513,1.99996,-0.0100748,-0.00818581,0.00629673,-0.319133,0.245482
0.0514,1.99996,-0.0101141,-0.00821776,0.00632131,-0.319755,0.24596
0.0515,1.99996,-0.0101535,-0.00824976,0.00634593,-0.320377,0.246439
0.0516,1.99996,-0.010193,-0.00828183,0.00637059,-0.320999,0.246917
0.0517,1.99996,-0.0102325,-0.00831396,0.00639531,-0.321621,0.247396
0.0518,1.99996,-0.0102721,-0.00834616,0.00642007,-0.322243,0.247874
0.0519,1.99996,-0.0103118,-0.00837841,0.00644489,-0.322865,0.248352
0.052,1.99996,-0.0103516,-0.00841073,0.00646974,-0.323487,0.248831
0.0521,1.99996,-0.0103915,-0.00844311,0.00649465,-0.324109,0.249309
0.0522,1.99996,-0.0104314,-0.00847555,0.00651961,-0.324731,0.249788
0.0523,1.99996,-0.0104714,-0.00850806,0.00654461,-0.325353,0.250266
0.0524,1.99996,-0.0105115,-0.00854062,0.00656966,-0.325976,0.250745
0.0525,1.99996,-0.0105516,-0.00857325,0.00659476,-0.326598,0.251223
0.0526,1.99996,-0.0105919,-0.00860594,0.0066199,-0.32722,0.251702
0.0527,1.99996,-0.0106322,-0.00863869,0.0066451,-0.327842,0.25218
0.0528,1.99996,-0.0106726,-0.00867151,0.00667034,-0.328464,0.252659
0.0529,1.99996,-0.010713,-0.00870439,0.00669563,-0.329086,0.253137
0.053,1.99996,-0.0107536,-0.00873733,0.00672097,-0.329708,0.253615
0.0531,1.99996,-0.0107942,-0.00877033,0.00674635,-0.33033,0.254094
0.0532,1.99996,-0.0108349,-0.00880339,0.00677179,-0.330952,0.254572
0.0533,1.99996,-0.0108757,-0.00883652,0.00679727,-0.331574,0.255051
0.0534,1.99996,-0.0109165,-0.00886971,0.0068228,-0.332196,0.255529
0.0535,1.99996,-0.0109574,-0.00890296,0.00684837,-0.332818,0.256008
0.0536,1.99996,-0.0109984,-0.00893627,0.006874,-0.33344,0.256486
0.0537,1.99996,-0.0110395,-0.00896965,0.00689967,-0.334062,0.256965
0.0538,1.99996,-0.0110807,-0.00900308,0.00692539,-0.334684,0.257443
0.0539,1.99996,-0.0111219,-0.00903658,0.00695116,-0.335306,0.257922
0.054,1.99996,-0.0111632,-0.00907014,0.00697698,-0.335929,0.2584
0.0541,1.99996,-0.0112046,-0.00910377,0.00700284,-0.336551,0.258878
0.0542,1.99996,-0.011246,-0.00913745,0.00702875,-0.337173,0.259357
0.0543,1.99996,-0.0112876,-0.0091712,0.00705471,-0.337795,0.259835
0.0544,1.99996,-0.0113292,-0.00920501,0.00708072,-0.338417,0.260314
0.0545,1.99996,-0.0113709,-0.00923889,0.00710677,-0.339039,0.260792
0.0546,1.99995,-0.0114126,-0.00927282,0.00713288,-0.339661,0.261271
0.0547,1.99995,-0.0114545,-0.00930682,0.00715903,-0.340283,0.261749
0.0548,1.99995,-0.0114964,-0.00934088,0.00718523,-0.340905,0.262227
0.0549,1.99995,-0.0115384,-0.009375,0.00721147,-0.341527,0.262706
0.055,1.99995,-0.0115805,-0.00940918,0.00723777,-0.342149,0.263184
0.0551,1.99995,-0.0116226,-0.00944343,0.00726411,-0.342771,0.263663
0.0552,1.99995,-0.0116648,-0.00947774,0.0072905,-0.343393,0.264141
0.0553,1.99995,-0.0117071,-0.00951211,0.00731694,-0.344015,0.26462
0.0554,1.99995,-0.0117495,-0.00954654,0.00734342,-0.344637,0.265098
0.0555,1.99995,-0.011792,-0.00958104,0.00736996,-0.345259,0.265577
0.0556,1.99995,-0.0118345,-0.00961559,0.00739654,-0.345881,0.266055
0.0557,1.99995,-0.0118771,-0.00965021,0.00742317,-0.346503,0.266533
0.0558,1.99995,-0.0119198,-0.00968489,0.00744985,-0.347126,0.267012
0.0559,1.99995,-0.0119625,-0.00971964,0.00747657,-0.347748,0.26749
0.056,1.99995,-0.0120054,-0.00975444,0.00750334,-0.34837,0.267969
0.0561,1.99995,-0.0120483,-0.00978931,0.00753016,-0.348992,0.268447
0.0562,1.99995,-0.0120913,-0.00982424,0.00755703,-0.349614,0.268926
0.0563,1.99995,-0.0121344,-0.00985923,0.00758395,-0.350236,0.269404
0.0564,1.99995,-0.0121775,-0.00989429,0.00761091,-0.350858,0.269882
0.0565,1.99995,-0.0122207,-0.00992941,0.00763793,-0.35148,0.270361
0.0566,1.99995,-0.012264,-0.00996458,0.00766499,-0.352102,0.270839
0.0567,1.99995,-0.0123074,-0.00999983,0.00769209,-0.352724,0.271318
0.0568,1.99995,-0.0123508,-0.0100351,0.00771925,-0.353346,0.271796
0.0569,1.99995,-0.0123944,-0.0100705,0.00774645,-0.353968,0.272275
0.057,1.99995,-0.012438,-0.0101059,0.0077737,-0.35459,0.272753
0.0571,1.99995,-0.0124816,-0.0101414,0.007801,-0.355212,0.273231
0.0572,1.99995,-0.0125254,-0.010177,0.00782835,-0.355834,0.27371
0.0573,1.99995,-0.0125692,-0.0102126,0.00785575,-0.356456,0.274188
0.0574,1.99994,-0.0126131,-0.0102483,0.00788319,-0.357078,0.274667
0.0575,1.99994,-0.0126571,-0.010284,0.00791068,-0.3577,0.275145
0.0576,1.99994,-0.0127012,-0.0103198,0.00793822,-0.358322,0.275624
0.0577,1.99994,-0.0127453,-0.0103557,0.0079658,-0.358944,0.276102
0.0578,1.99994,-0.0127895,-0.0103916,0.00799344,-0.359567,0.27658
0.0579,1.99994,-0.0128338,-0.0104276,0.00802112,-0.360189,0.277059
0.058,1.99994,-0.0128782,-0.0104636,0.00804885,-0.360811,0.277537
0.0581,1.99994,-0.0129226,-0.0104997,0.00807663,-0.361433,0.278016
0.0582,1.99994,-0.0129672,-0.0105359,0.00810445,-0.362055,0.278494
0.0583,1.99994,-0.0130118,-0.0105721,0.00813233,-0.362677,0.278972
0.0584,1.99994,-0.0130564,-0.0106084,0.00816025,-0.363299,0.279451
0.0585,1.99994,-0.0131012,-0.0106448,0.00818822,-0.363921,0.279929
0.0586,1.99994,-0.013146,-0.0106812,0.00821623,-0.364543,0.280408
0.0587,1.99994,-0.0131909,-0.0107177,0.0082443,-0.365165,0.280886
0.0588,1.99994,-0.0132359,-0.0107543,0.00827241,-0.365787,0.281365
0.0589,1.99994,-0.013281,-0.0107909,0.00830057,-0.366409,0.281843
0.059,1.99994,-0.0133261,-0.0108275,0.00832878,-0.367031,0.282321
0.0591,1.99994,-0.0133713,-0.0108643,0.00835704,-0.367653,0.2828
0.0592,1.99994,-0.0134166,-0.0109011,0.00838534,-0.368275,0.283278
0.0593,1.99994,-0.013462,-0.0109379,0.00841369,-0.368897,0.283757
0.0594,1.99994,-0.0135074,-0.0109749,0.00844209,-0.369519,0.284235
0.0595,1.99994,-0.0135529,-0.0110118,0.00847054,-0.370141,0.284713
0.0596,1.99994,-0.0135985,-0.0110489,0.00849903,-0.370763,0.285192
0.0597,1.99994,-0.0136442,-0.011086,0.00852758,-0.371385,0.28567
0.0598,1.99993,-0.0136899,-0.0111232,0.00855617,-0.372007,0.286149
0.0599,1.99993,-0.0137357,-0.0111604,0.00858481,-0.372629,0.286627
0.06,1.99993,-0.0137816,-0.0111977,0.00861349,-0.373251,0.287105
0.0601,1.99993,-0.0138276,-0.011235,0.00864223,-0.373874,0.287584
0.0602,1.99993,-0.0138737,-0.0112725,0.00867101,-0.374496,0.288062
0.0603,1.99993,-0.0139198,-0.0113099,0.00869984,-0.375118,0.288541
0.0604,1.99993,-0.013966,-0.0113475,0.00872872,-0.37574,0.289019
0.0605,1.99993,-0.0140123,-0.0113851,0.00875764,-0.376362,0.289497
0.0606,1.99993,-0.0140586,-0.0114228,0.00878662,-0.376984,0.289976
0.0607,1.99993,-0.0141051,-0.0114605,0.00881564,-0.377606,0.290454
0.0608,1.99993,-0.0141516,-0.0114983,0.00884471,-0.378228,0.290933
0.0609,1.99993,-0.0141982,-0.0115361,0.00887382,-0.37885,0.291411
0.061,1.99993,-0.0142448,-0.011574,0.00890299,-0.379472,0.291889
0.0611,1.99993,-0.0142916,-0.011612,0.0089322,-0.380094,0.292368
0.0612,1.99993,-0.0143384,-0.0116501,0.00896146,-0.380716,0.292846
0.0613,1.99993,-0.0143853,-0.0116882,0.00899077,-0.381338,0.293324
0.0614,1.99993,-0.0144323,-0.0117263,0.00902013,-0.38196,0.293803
0.0615,1.99993,-0.0144793,-0.0117646,0.00904953,-0.382582,0.294281
0.0616,1.99993,-0.0145264,-0.0118028,0.00907898,-0.383204,0.29476
0.0617,1.99993,-0.0145736,-0.0118412,0.00910848,-0.383826,0.295238
0.0618,1.99993,-0.0146209,-0.0118796,0.00913803,-0.384448,0.295716
0.0619,1.99993,-0.0146683,-0.0119181,0.00916763,-0.38507,0.296195
0.062,1.99992,-0.0147157,-0.0119566,0.00919727,-0.385692,0.296673
0.0621,1.99992,-0.0147632,-0.0119952,0.00922696,-0.386314,0.297151
0.0622,1.99992,-0.0148108,-0.0120339,0.0092567,-0.386936,0.29763
0.0623,1.99992,-0.0148584,-0.0120726,0.00928649,-0.387558,0.298108
0.0624,1.99992,-0.0149062,-0.0121114,0.00931632,-0.38818,0.298587
0.0625,1.99992,-0.014954,-0.0121503,0.00934621,-0.388802,0.299065
0.0626,1.99992,-0.0150019,-0.0121892,0.00937614,-0.389424,0.299543
0.0627,1.99992,-0.0150499,-0.0122281,0.00940611,-0.390046,0.300022
0.0628,1.99992,-0.0150979,-0.0122672,0.00943614,-0.390668,0.3005
0.0629,1.99992,-0.015146,-0.0123063,0.00946621,-0.39129,0.300978
0.063,1.99992,-0.0151942,-0.0123454,0.00949634,-0.391912,0.301457
0.0631,1.99992,-0.0152425,-0.0123847,0.00952651,-0.392534,0.301935
0.0632,1.99992,-0.0152908,-0.0124239,0.00955672,-0.393156,0.302414
0.0633,1.99992,-0.0153393,-0.0124633,0.00958699,-0.393779,0.302892
0.0634,1.99992,-0.0153878,-0.0125027,0.0096173,-0.394401,0.30337
0.0635,1.99992,-0.0154363,-0.0125422,0.00964766,-0.395023,0.303849
0.0636,1.99992,-0.015485,-0.0125817,0.00967807,-0.395645,0.304327
0.0637,1.99992,-0.0155337,-0.0126213,0.00970853,-0.396267,0.304805
0.0638,1.99992,-0.0155825,-0.012661,0.00973903,-0.396889,0.305284
0.0639,1.99992,-0.0156314,-0.0127007,0.00976958,-0.397511,0.305762
0.064,1.99991,-0.0156804,-0.0127405,0.00980018,-0.398133,0.30624
0.0641,1.99991,-0.0157294,-0.0127803,0.00983083,-0.398755,0.306719
0.0642,1.99991,-0.0157785,-0.0128202,0.00986153,-0.399377,0.307197
0.0643,1.99991,-0.0158277,-0.0128602,0.00989227,-0.399999,0.307676
0.0644,1.99991,-0.015877,-0.0129002,0.00992306,-0.400621,0.308154
0.0645,1.99991,-0.0159263,-0.0129403,0.0099539,-0.401243,0.308632
0.0646,1.99991,-0.0159757,-0.0129805,0.00998479,-0.401865,0.309111
0.0647,1.99991,-0.0160252,-0.0130207,0.0100157,-0.402487,0.309589
0.0648,1.99991,-0.0160748,-0.013061,0.0100467,-0.403109,0.310067
0.0649,1.99991,-0.0161245,-0.0131013,0.0100777,-0.403731,0.310546
0.065,1.99991,-0.0161742,-0.0131417,0.0101088,-0.404353,0.311024
0.0651,1.99991,-0.016224,-0.0131822,0.0101399,-0.404975,0.311502
0.0652,1.99991,-0.0162739,-0.0132227,0.0101711,-0.405597,0.311981
0.0653,1.99991,-0.0163238,-0.0132633,0.0102023,-0.406219,0.312459
0.0654,1.99991,-0.0163739,-0.0133039,0.0102336,-0.406841,0.312937
0.0655,1.99991,-0.016424,-0.0133447,0.0102649,-0.407463,0.313416
0.0656,1.99991,-0.0164742,-0.0133854,0.0102963,-0.408085,0.313894
0.0657,1.99991,-0.0165244,-0.0134263,0.0103277,-0.408707,0.314372
0.0658,1.9999,-0.0165748,-0.0134672,0.0103592,-0.409329,0.314851
0.0659,1.9999,-0.0166252,-0.0135081,0.0103907,-0.409951,0.315329
0.066,1.9999,-0.0166757,-0.0135492,0.0104222,-0.410573,0.315807
0.0661,1.9999,-0.0167262,-0.0135902,0.0104538,-0.411195,0.316286
0.0662,1.9999,-0.0167769,-0.0136314,0.0104855,-0.411817,0.316764
0.0663,1.9999,-0.0168276,-0.0136726,0.0105172,-0.412439,0.317242
0.0664,1.9999,-0.0168784,-0.0137139,0.0105489,-0.413061,0.317721
0.0665,1.9999,-0.0169293,-0.0137552,0.0105807,-0.413683,0.318199
0.0666,1.9999,-0.0169802,-0.0137966,0.0106126,-0.414305,0.318677
0.0667,1.9999,-0.0170313,-0.0138381,0.0106445,-0.414927,0.319156
0.0668,1.9999,-0.0170824,-0.0138796,0.0106764,-0.415549,0.319634
0.0669,1.9999,-0.0171335,-0.0139212,0.0107084,-0.416171,0.320112
0.067,1.9999,-0.0171848,-0.0139628,0.0107404,-0.416793,0.320591
0.0671,1.9999,-0.0172361,-0.0140046,0.0107725,-0.417415,0.321069
0.0672,1.9999,-0.0172875,-0.0140463,0.0108046,-0.418037,0.321547
0.0673,1.9999,-0.017339,-0.0140882,0.0108368,-0.418659,0.322026
0.0674,1.99989,-0.0173906,-0.0141301,0.0108691,-0.419281,0.322504
0.0675,1.99989,-0.0174422,-0.014172,0.0109013,-0.419903,0.322982
0.0676,1.99989,-0.0174939,-0.014214,0.0109336,-0.420525,0.323461
