t,th1,th2,dth1,dth2
1.5577,-2.34888,-1.15944,0.558747,-3.75349
1.5578,-2.34882,-1.15982,0.559013,-3.75342
1.5579,-2.34877,-1.16019,0.559279,-3.75335
1.558,-2.34871,-1.16057,0.559544,-3.75328
1.5581,-2.34865,-1.16094,0.55981,-3.75321
1.5582,-2.3486,-1.16132,0.560076,-3.75314
1.5583,-2.34854,-1.16169,0.560342,-3.75307
1.5584,-2.34849,-1.16207,0.560608,-3.753
1.5585,-2.34843,-1.16244,0.560874,-3.75293
1.5586,-2.34837,-1.16282,0.56114,-3.75286
1.5587,-2.34832,-1.16319,0.561406,-3.75279
1.5588,-2.34826,-1.16357,0.561672,-3.75272
1.5589,-2.3482,-1.16394,0.561937,-3.75265
1.559,-2.34815,-1.16432,0.562203,-3.75258
1.5591,-2.34809,-1.1647,0.562469,-3.75251
1.5592,-2.34804,-1.16507,0.562735,-3.75245
1.5593,-2.34798,-1.16545,0.563001,-3.75238
1.5594,-2.34792,-1.16582,0.563267,-3.75231
1.5595,-2.34787,-1.1662,0.563533,-3.75224
1.5596,-2.34781,-1.16657,0.563799,-3.75217
1.5597,-2.34775,-1.16695,0.564065,-3.7521
1.5598,-2.3477,-1.16732,0.564331,-3.75203
1.5599,-2.34764,-1.1677,0.564597,-3.75196
1.56,-2.34758,-1.16807,0.564863,-3.75189
1.5601,-2.34753,-1.16845,0.565129,-3.75182
1.5602,-2.34747,-1.16882,0.565395,-3.75175
1.5603,-2.34742,-1.1692,0.565661,-3.75168
1.5604,-2.34736,-1.16957,0.565927,-3.75161
1.5605,-2.3473,-1.16995,0.566194,-3.75154
1.5606,-2.34725,-1.17032,0.56646,-3.75148
1.5607,-2.34719,-1.1707,0.566726,-3.75141
1.5608,-2.34713,-1.17107,0.566992,-3.75134
1.5609,-2.34708,-1.17145,0.567258,-3.75127
1.561,-2.34702,-1.17182,0.567524,-3.7512
1.5611,-2.34696,-1.1722,0.56779,-3.75113
1.5612,-2.34691,-1.17257,0.568056,-3.75106
1.5613,-2.34685,-1.17295,0.568323,-3.75099
1.5614,-2.34679,-1.17332,0.568589,-3.75092
1.5615,-2.34673,-1.1737,0.568855,-3.75085
1.5616,-2.34668,-1.17407,0.569121,-3.75078
1.5617,-2.34662,-1.17445,0.569387,-3.75071
1.5618,-2.34656,-1.17482,0.569653,-3.75065
1.5619,-2.34651,-1.1752,0.56992,-3.75058
1.562,-2.34645,-1.17557,0.570186,-3.75051
1.5621,-2.34639,-1.17595,0.570452,-3.75044
1.5622,-2.34634,-1.17632,0.570718,-3.75037
1.5623,-2.34628,-1.1767,0.570985,-3.7503
1.5624,-2.34622,-1.17707,0.571251,-3.75023
1.5625,-2.34616,-1.17745,0.571517,-3.75016
1.5626,-2.34611,-1.17782,0.571784,-3.75009
1.5627,-2.34605,-1.1782,0.57205,-3.75002
1.5628,-2.34599,-1.17857,0.572316,-3.74995
1.5629,-2.34594,-1.17895,0.572582,-3.74989
1.563,-2.34588,-1.17932,0.572849,-3.74982
1.5631,-2.34582,-1.1797,0.573115,-3.74975
1.5632,-2.34576,-1.18007,0.573381,-3.74968
1.5633,-2.34571,-1.18045,0.573648,-3.74961
1.5634,-2.34565,-1.18082,0.573914,-3.74954
1.5635,-2.34559,-1.1812,0.574181,-3.74947
1.5636,-2.34553,-1.18157,0.574447,-3.7494
1.5637,-2.34548,-1.18195,0.574713,-3.74933
1.5638,-2.34542,-1.18232,0.57498,-3.74926
1.5639,-2.34536,-1.1827,0.575246,-3.7492
1.564,-2.3453,-1.18307,0.575513,-3.74913
1.5641,-2.34525,-1.18345,0.575779,-3.74906
1.5642,-2.34519,-1.18382,0.576046,-3.74899
1.5643,-2.34513,-1.1842,0.576312,-3.74892
1.5644,-2.34507,-1.18457,0.576579,-3.74885
1.5645,-2.34502,-1.18495,0.576845,-3.74878
1.5646,-2.34496,-1.18532,0.577112,-3.74871
1.5647,-2.3449,-1.1857,0.577378,-3.74864
1.5648,-2.34484,-1.18607,0.577645,-3.74858
1.5649,-2.34479,-1.18645,0.577911,-3.74851
1.565,-2.34473,-1.18682,0.578178,-3.74844
1.5651,-2.34467,-1.1872,0.578444,-3.74837
1.5652,-2.34461,-1.18757,0.578711,-3.7483
1.5653,-2.34455,-1.18795,0.578977,-3.74823
1.5654,-2.3445,-1.18832,0.579244,-3.74816
1.5655,-2.34444,-1.1887,0.579511,-3.74809
1.5656,-2.34438,-1.18907,0.579777,-3.74803
1.5657,-2.34432,-1.18945,0.580044,-3.74796
1.5658,-2.34426,-1.18982,0.580311,-3.74789
1.5659,-2.34421,-1.1902,0.580577,-3.74782
1.566,-2.34415,-1.19057,0.580844,-3.74775
1.5661,-2.34409,-1.19095,0.581111,-3.74768
1.5662,-2.34403,-1.19132,0.581377,-3.74761
1.5663,-2.34397,-1.1917,0.581644,-3.74754
1.5664,-2.34392,-1.19207,0.581911,-3.74748
1.5665,-2.34386,-1.19244,0.582177,-3.74741
1.5666,-2.3438,-1.19282,0.582444,-3.74734
1.5667,-2.34374,-1.19319,0.582711,-3.74727
1.5668,-2.34368,-1.19357,0.582978,-3.7472
1.5669,-2.34362,-1.19394,0.583244,-3.74713
1.567,-2.34357,-1.19432,0.583511,-3.74706
1.5671,-2.34351,-1.19469,0.583778,-3.74699
1.5672,-2.34345,-1.19507,0.584045,-3.74693
1.5673,-2.34339,-1.19544,0.584312,-3.74686
1.5674,-2.34333,-1.19582,0.584578,-3.74679
1.5675,-2.34327,-1.19619,0.584845,-3.74672
1.5676,-2.34322,-1.19657,0.585112,-3.74665
1.5677,-2.34316,-1.19694,0.585379,-3.74658
1.5678,-2.3431,-1.19732,0.585646,-3.74651
1.5679,-2.34304,-1.19769,0.585913,-3.74645
1.568,-2.34298,-1.19807,0.58618,-3.74638
1.5681,-2.34292,-1.19844,0.586446,-3.74631
1.5682,-2.34286,-1.19881,0.586713,-3.74624
1.5683,-2.3428,-1.19919,0.58698,-3.74617
1.5684,-2.34275,-1.19956,0.587247,-3.7461
1.5685,-2.34269,-1.19994,0.587514,-3.74603
1.5686,-2.34263,-1.20031,0.587781,-3.74597
1.5687,-2.34257,-1.20069,0.588048,-3.7459
1.5688,-2.34251,-1.20106,0.588315,-3.74583
1.5689,-2.34245,-1.20144,0.588582,-3.74576
1.569,-2.34239,-1.20181,0.588849,-3.74569
1.5691,-2.34233,-1.20219,0.589116,-3.74562
1.5692,-2.34228,-1.20256,0.589383,-3.74556
1.5693,-2.34222,-1.20293,0.58965,-3.74549
1.5694,-2.34216,-1.20331,0.589917,-3.74542
1.5695,-2.3421,-1.20368,0.590185,-3.74535
1.5696,-2.34204,-1.20406,0.590452,-3.74528
1.5697,-2.34198,-1.20443,0.590719,-3.74521
1.5698,-2.34192,-1.20481,0.590986,-3.74515
1.5699,-2.34186,-1.20518,0.591253,-3.74508
1.57,-2.3418,-1.20556,0.59152,-3.74501
1.5701,-2.34174,-1.20593,0.591787,-3.74494
1.5702,-2.34168,-1.20631,0.592054,-3.74487
1.5703,-2.34163,-1.20668,0.592322,-3.7448
1.5704,-2.34157,-1.20705,0.592589,-3.74474
1.5705,-2.34151,-1.20743,0.592856,-3.74467
1.5706,-2.34145,-1.2078,0.593123,-3.7446
1.5707,-2.34139,-1.20818,0.593391,-3.74453
1.5708,-2.34133,-1.20855,0.593658,-3.74446
1.5709,-2.34127,-1.20893,0.593925,-3.7444
1.571,-2.34121,-1.2093,0.594192,-3.74433
1.5711,-2.34115,-1.20968,0.59446,-3.74426
1.5712,-2.34109,-1.21005,0.594727,-3.74419
1.5713,-2.34103,-1.21042,0.594994,-3.74412
1.5714,-2.34097,-1.2108,0.595262,-3.74405
1.5715,-2.34091,-1.21117,0.595529,-3.74399
1.5716,-2.34085,-1.21155,0.595796,-3.74392
1.5717,-2.34079,-1.21192,0.596064,-3.74385
1.5718,-2.34073,-1.2123,0.596331,-3.74378
1.5719,-2.34067,-1.21267,0.596598,-3.74371
1.572,-2.34061,-1.21305,0.596866,-3.74365
1.5721,-2.34056,-1.21342,0.597133,-3.74358
1.5722,-2.3405,-1.21379,0.597401,-3.74351
1.5723,-2.34044,-1.21417,0.597668,-3.74344
1.5724,-2.34038,-1.21454,0.597936,-3.74337
1.5725,-2.34032,-1.21492,0.598203,-3.74331
1.5726,-2.34026,-1.21529,0.59847,-3.74324
1.5727,-2.3402,-1.21567,0.598738,-3.74317
1.5728,-2.34014,-1.21604,0.599005,-3.7431
1.5729,-2.34008,-1.21641,0.599273,-3.74303
1.573,-2.34002,-1.21679,0.599541,-3.74297
1.5731,-2.33996,-1.21716,0.599808,-3.7429
1.5732,-2.3399,-1.21754,0.600076,-3.74283
1.5733,-2.33984,-1.21791,0.600343,-3.74276
1.5734,-2.33978,-1.21829,0.600611,-3.74269
1.5735,-2.33972,-1.21866,0.600878,-3.74263
1.5736,-2.33966,-1.21903,0.601146,-3.74256
1.5737,-2.3396,-1.21941,0.601414,-3.74249
1.5738,-2.33954,-1.21978,0.601681,-3.74242
1.5739,-2.33948,-1.22016,0.601949,-3.74236
1.574,-2.33942,-1.22053,0.602217,-3.74229
1.5741,-2.33936,-1.22091,0.602484,-3.74222
1.5742,-2.3393,-1.22128,0.602752,-3.74215
1.5743,-2.33923,-1.22165,0.60302,-3.74208
1.5744,-2.33917,-1.22203,0.603288,-3.74202
1.5745,-2.33911,-1.2224,0.603555,-3.74195
1.5746,-2.33905,-1.22278,0.603823,-3.74188
1.5747,-2.33899,-1.22315,0.604091,-3.74181
1.5748,-2.33893,-1.22352,0.604359,-3.74175
1.5749,-2.33887,-1.2239,0.604626,-3.74168
1.575,-2.33881,-1.22427,0.604894,-3.74161
1.5751,-2.33875,-1.22465,0.605162,-3.74154
1.5752,-2.33869,-1.22502,0.60543,-3.74148
1.5753,-2.33863,-1.2254,0.605698,-3.74141
1.5754,-2.33857,-1.22577,0.605966,-3.74134
1.5755,-2.33851,-1.22614,0.606233,-3.74127
1.5756,-2.33845,-1.22652,0.606501,-3.74121
1.5757,-2.33839,-1.22689,0.606769,-3.74114
1.5758,-2.33833,-1.22727,0.607037,-3.74107
1.5759,-2.33827,-1.22764,0.607305,-3.741
1.576,-2.33821,-1.22801,0.607573,-3.74094
1.5761,-2.33815,-1.22839,0.607841,-3.74087
1.5762,-2.33808,-1.22876,0.608109,-3.7408
1.5763,-2.33802,-1.22914,0.608377,-3.74073
1.5764,-2.33796,-1.22951,0.608645,-3.74067
1.5765,-2.3379,-1.22988,0.608913,-3.7406
1.5766,-2.33784,-1.23026,0.609181,-3.74053
1.5767,-2.33778,-1.23063,0.609449,-3.74046
1.5768,-2.33772,-1.23101,0.609717,-3.7404
1.5769,-2.33766,-1.23138,0.609985,-3.74033
1.577,-2.3376,-1.23176,0.610253,-3.74026
1.5771,-2.33754,-1.23213,0.610522,-3.74019
1.5772,-2.33747,-1.2325,0.61079,-3.74013
1.5773,-2.33741,-1.23288,0.611058,-3.74006
1.5774,-2.33735,-1.23325,0.611326,-3.73999
1.5775,-2.33729,-1.23363,0.611594,-3.73993
1.5776,-2.33723,-1.234,0.611862,-3.73986
1.5777,-2.33717,-1.23437,0.61213,-3.73979
1.5778,-2.33711,-1.23475,0.612399,-3.73972
1.5779,-2.33705,-1.23512,0.612667,-3.73966
1.578,-2.33699,-1.23549,0.612935,-3.73959
1.5781,-2.33692,-1.23587,0.613203,-3.73952
1.5782,-2.33686,-1.23624,0.613472,-3.73945
1.5783,-2.3368,-1.23662,0.61374,-3.73939
1.5784,-2.33674,-1.23699,0.614008,-3.73932
1.5785,-2.33668,-1.23736,0.614277,-3.73925
1.5786,-2.33662,-1.23774,0.614545,-3.73919
1.5787,-2.33656,-1.23811,0.614813,-3.73912
1.5788,-2.33649,-1.23849,0.615082,-3.73905
1.5789,-2.33643,-1.23886,0.61535,-3.73899
1.579,-2.33637,-1.23923,0.615618,-3.73892
1.5791,-2.33631,-1.23961,0.615887,-3.73885
1.5792,-2.33625,-1.23998,0.616155,-3.73878
1.5793,-2.33619,-1.24036,0.616424,-3.73872
1.5794,-2.33612,-1.24073,0.616692,-3.73865
1.5795,-2.33606,-1.2411,0.616961,-3.73858
1.5796,-2.336,-1.24148,0.617229,-3.73852
1.5797,-2.33594,-1.24185,0.617498,-3.73845
1.5798,-2.33588,-1.24223,0.617766,-3.73838
1.5799,-2.33582,-1.2426,0.618035,-3.73832
1.58,-2.33575,-1.24297,0.618303,-3.73825
1.5801,-2.33569,-1.24335,0.618572,-3.73818
1.5802,-2.33563,-1.24372,0.61884,-3.73812
1.5803,-2.33557,-1.24409,0.619109,-3.73805
1.5804,-2.33551,-1.24447,0.619378,-3.73798
1.5805,-2.33544,-1.24484,0.619646,-3.73792
1.5806,-2.33538,-1.24522,0.619915,-3.73785
1.5807,-2.33532,-1.24559,0.620183,-3.73778
1.5808,-2.33526,-1.24596,0.620452,-3.73771
1.5809,-2.3352,-1.24634,0.620721,-3.73765
1.581,-2.33513,-1.24671,0.62099,-3.73758
1.5811,-2.33507,-1.24708,0.621258,-3.73751
1.5812,-2.33501,-1.24746,0.621527,-3.73745
1.5813,-2.33495,-1.24783,0.621796,-3.73738
1.5814,-2.33489,-1.24821,0.622064,-3.73732
1.5815,-2.33482,-1.24858,0.622333,-3.73725
1.5816,-2.33476,-1.24895,0.622602,-3.73718
1.5817,-2.3347,-1.24933,0.622871,-3.73712
1.5818,-2.33464,-1.2497,0.62314,-3.73705
1.5819,-2.33457,-1.25007,0.623409,-3.73698
1.582,-2.33451,-1.25045,0.623677,-3.73692
1.5821,-2.33445,-1.25082,0.623946,-3.73685
1.5822,-2.33439,-1.2512,0.624215,-3.73678
1.5823,-2.33432,-1.25157,0.624484,-3.73672
1.5824,-2.33426,-1.25194,0.624753,-3.73665
1.5825,-2.3342,-1.25232,0.625022,-3.73658
1.5826,-2.33414,-1.25269,0.625291,-3.73652
1.5827,-2.33407,-1.25306,0.62556,-3.73645
1.5828,-2.33401,-1.25344,0.625829,-3.73638
1.5829,-2.33395,-1.25381,0.626098,-3.73632
1.583,-2.33389,-1.25418,0.626367,-3.73625
1.5831,-2.33382,-1.25456,0.626636,-3.73619
1.5832,-2.33376,-1.25493,0.626905,-3.73612
1.5833,-2.3337,-1.25531,0.627174,-3.73605
1.5834,-2.33364,-1.25568,0.627443,-3.73599
1.5835,-2.33357,-1.25605,0.627712,-3.73592
1.5836,-2.33351,-1.25643,0.627981,-3.73585
1.5837,-2.33345,-1.2568,0.62825,-3.73579
1.5838,-2.33339,-1.25717,0.62852,-3.73572
1.5839,-2.33332,-1.25755,0.628789,-3.73566
1.584,-2.33326,-1.25792,0.629058,-3.73559
1.5841,-2.3332,-1.25829,0.629327,-3.73552
1.5842,-2.33313,-1.25867,0.629596,-3.73546
1.5843,-2.33307,-1.25904,0.629865,-3.73539
1.5844,-2.33301,-1.25941,0.630135,-3.73532
1.5845,-2.33294,-1.25979,0.630404,-3.73526
1.5846,-2.33288,-1.26016,0.630673,-3.73519
1.5847,-2.33282,-1.26054,0.630943,-3.73513
1.5848,-2.33276,-1.26091,0.631212,-3.73506
1.5849,-2.33269,-1.26128,0.631481,-3.73499
1.585,-2.33263,-1.26166,0.63175,-3.73493
1.5851,-2.33257,-1.26203,0.63202,-3.73486
1.5852,-2.3325,-1.2624,0.632289,-3.7348
1.5853,-2.33244,-1.26278,0.632559,-3.73473
1.5854,-2.33238,-1.26315,0.632828,-3.73467
1.5855,-2.33231,-1.26352,0.633097,-3.7346
1.5856,-2.33225,-1.2639,0.633367,-3.73453
1.5857,-2.33219,-1.26427,0.633636,-3.73447
1.5858,-2.33212,-1.26464,0.633906,-3.7344
1.5859,-2.33206,-1.26502,0.634175,-3.73434
1.586,-2.332,-1.26539,0.634445,-3.73427
1.5861,-2.33193,-1.26576,0.634714,-3.7342
1.5862,-2.33187,-1.26614,0.634984,-3.73414
1.5863,-2.33181,-1.26651,0.635253,-3.73407
1.5864,-2.33174,-1.26688,0.635523,-3.73401
1.5865,-2.33168,-1.26726,0.635793,-3.73394
1.5866,-2.33161,-1.26763,0.636062,-3.73388
1.5867,-2.33155,-1.268,0.636332,-3.73381
1.5868,-2.33149,-1.26838,0.636601,-3.73374
1.5869,-2.33142,-1.26875,0.636871,-3.73368
1.587,-2.33136,-1.26912,0.637141,-3.73361
1.5871,-2.3313,-1.2695,0.63741,-3.73355
1.5872,-2.33123,-1.26987,0.63768,-3.73348
1.5873,-2.33117,-1.27024,0.63795,-3.73342
1.5874,-2.33111,-1.27062,0.63822,-3.73335
1.5875,-2.33104,-1.27099,0.638489,-3.73329
1.5876,-2.33098,-1.27136,0.638759,-3.73322
1.5877,-2.33091,-1.27174,0.639029,-3.73315
1.5878,-2.33085,-1.27211,0.639299,-3.73309
1.5879,-2.33079,-1.27248,0.639569,-3.73302
1.588,-2.33072,-1.27286,0.639838,-3.73296
1.5881,-2.33066,-1.27323,0.640108,-3.73289
1.5882,-2.33059,-1.2736,0.640378,-3.73283
1.5883,-2.33053,-1.27398,0.640648,-3.73276
1.5884,-2.33047,-1.27435,0.640918,-3.7327
1.5885,-2.3304,-1.27472,0.641188,-3.73263
1.5886,-2.33034,-1.2751,0.641458,-3.73257
1.5887,-2.33027,-1.27547,0.641728,-3.7325
1.5888,-2.33021,-1.27584,0.641998,-3.73244
1.5889,-2.33014,-1.27622,0.642268,-3.73237
1.589,-2.33008,-1.27659,0.642538,-3.73231
1.5891,-2.33002,-1.27696,0.642808,-3.73224
1.5892,-2.32995,-1.27734,0.643078,-3.73218
1.5893,-2.32989,-1.27771,0.643348,-3.73211
1.5894,-2.32982,-1.27808,0.643618,-3.73205
1.5895,-2.32976,-1.27846,0.643888,-3.73198
1.5896,-2.32969,-1.27883,0.644158,-3.73192
1.5897,-2.32963,-1.2792,0.644428,-3.73185
1.5898,-2.32957,-1.27958,0.644699,-3.73179
1.5899,-2.3295,-1.27995,0.644969,-3.73172
1.59,-2.32944,-1.28032,0.645239,-3.73166
1.5901,-2.32937,-1.2807,0.645509,-3.73159
1.5902,-2.32931,-1.28107,0.645779,-3.73153
1.5903,-2.32924,-1.28144,0.64605,-3.73146
1.5904,-2.32918,-1.28181,0.64632,-3.7314
1.5905,-2.32911,-1.28219,0.64659,-3.73133
1.5906,-2.32905,-1.28256,0.646861,-3.73127
1.5907,-2.32898,-1.28293,0.647131,-3.7312
1.5908,-2.32892,-1.28331,0.647401,-3.73114
1.5909,-2.32885,-1.28368,0.647672,-3.73107
1.591,-2.32879,-1.28405,0.647942,-3.73101
1.5911,-2.32873,-1.28443,0.648212,-3.73094
1.5912,-2.32866,-1.2848,0.648483,-3.73088
1.5913,-2.3286,-1.28517,0.648753,-3.73081
1.5914,-2.32853,-1.28555,0.649024,-3.73075
1.5915,-2.32847,-1.28592,0.649294,-3.73068
1.5916,-2.3284,-1.28629,0.649564,-3.73062
1.5917,-2.32834,-1.28667,0.649835,-3.73055
1.5918,-2.32827,-1.28704,0.650106,-3.73049
1.5919,-2.32821,-1.28741,0.650376,-3.73042
1.592,-2.32814,-1.28778,0.650647,-3.73036
1.5921,-2.32808,-1.28816,0.650917,-3.7303
1.5922,-2.32801,-1.28853,0.651188,-3.73023
1.5923,-2.32795,-1.2889,0.651458,-3.73017
1.5924,-2.32788,-1.28928,0.651729,-3.7301
1.5925,-2.32781,-1.28965,0.652,-3.73004
1.5926,-2.32775,-1.29002,0.65227,-3.72997
1.5927,-2.32768,-1.2904,0.652541,-3.72991
1.5928,-2.32762,-1.29077,0.652812,-3.72984
1.5929,-2.32755,-1.29114,0.653082,-3.72978
1.593,-2.32749,-1.29151,0.653353,-3.72972
1.5931,-2.32742,-1.29189,0.653624,-3.72965
1.5932,-2.32736,-1.29226,0.653895,-3.72959
1.5933,-2.32729,-1.29263,0.654165,-3.72952
1.5934,-2.32723,-1.29301,0.654436,-3.72946
1.5935,-2.32716,-1.29338,0.654707,-3.72939
1.5936,-2.3271,-1.29375,0.654978,-3.72933
1.5937,-2.32703,-1.29412,0.655249,-3.72927
1.5938,-2.32697,-1.2945,0.65552,-3.7292
1.5939,-2.3269,-1.29487,0.65579,-3.72914
1.594,-2.32683,-1.29524,0.656061,-3.72907
1.5941,-2.32677,-1.29562,0.656332,-3.72901
1.5942,-2.3267,-1.29599,0.656603,-3.72894
1.5943,-2.32664,-1.29636,0.656874,-3.72888
1.5944,-2.32657,-1.29674,0.657145,-3.72882
1.5945,-2.32651,-1.29711,0.657416,-3.72875
1.5946,-2.32644,-1.29748,0.657687,-3.72869
1.5947,-2.32637,-1.29785,0.657958,-3.72862
1.5948,-2.32631,-1.29823,0.658229,-3.72856
1.5949,-2.32624,-1.2986,0.6585,-3.7285
1.595,-2.32618,-1.29897,0.658772,-3.72843
1.5951,-2.32611,-1.29935,0.659043,-3.72837
1.5952,-2.32604,-1.29972,0.659314,-3.7283
1.5953,-2.32598,-1.30009,0.659585,-3.72824
1.5954,-2.32591,-1.30046,0.659856,-3.72818
1.5955,-2.32585,-1.30084,0.660127,-3.72811
1.5956,-2.32578,-1.30121,0.660399,-3.72805
1.5957,-2.32571,-1.30158,0.66067,-3.72799
1.5958,-2.32565,-1.30195,0.660941,-3.72792
1.5959,-2.32558,-1.30233,0.661212,-3.72786
1.596,-2.32552,-1.3027,0.661484,-3.72779
1.5961,-2.32545,-1.30307,0.661755,-3.72773
1.5962,-2.32538,-1.30345,0.662026,-3.72767
1.5963,-2.32532,-1.30382,0.662298,-3.7276
1.5964,-2.32525,-1.30419,0.662569,-3.72754
1.5965,-2.32519,-1.30456,0.66284,-3.72748
1.5966,-2.32512,-1.30494,0.663112,-3.72741
1.5967,-2.32505,-1.30531,0.663383,-3.72735
1.5968,-2.32499,-1.30568,0.663655,-3.72729
1.5969,-2.32492,-1.30606,0.663926,-3.72722
1.597,-2.32485,-1.30643,0.664197,-3.72716
1.5971,-2.32479,-1.3068,0.664469,-3.7271
1.5972,-2.32472,-1.30717,0.66474,-3.72703
1.5973,-2.32465,-1.30755,0.665012,-3.72697
1.5974,-2.32459,-1.30792,0.665284,-3.72691
1.5975,-2.32452,-1.30829,0.665555,-3.72684
1.5976,-2.32445,-1.30866,0.665827,-3.72678
1.5977,-2.32439,-1.30904,0.666098,-3.72672
1.5978,-2.32432,-1.30941,0.66637,-3.72665
1.5979,-2.32425,-1.30978,0.666642,-3.72659
1.598,-2.32419,-1.31015,0.666913,-3.72653
1.5981,-2.32412,-1.31053,0.667185,-3.72646
1.5982,-2.32405,-1.3109,0.667457,-3.7264
1.5983,-2.32399,-1.31127,0.667728,-3.72634
1.5984,-2.32392,-1.31165,0.668,-3.72627
1.5985,-2.32385,-1.31202,0.668272,-3.72621
1.5986,-2.32379,-1.31239,0.668544,-3.72615
1.5987,-2.32372,-1.31276,0.668815,-3.72608
1.5988,-2.32365,-1.31314,0.669087,-3.72602
1.5989,-2.32359,-1.31351,0.669359,-3.72596
1.599,-2.32352,-1.31388,0.669631,-3.72589
1.5991,-2.32345,-1.31425,0.669903,-3.72583
1.5992,-2.32339,-1.31463,0.670175,-3.72577
1.5993,-2.32332,-1.315,0.670447,-3.72571
1.5994,-2.32325,-1.31537,0.670719,-3.72564
1.5995,-2.32318,-1.31574,0.670991,-3.72558
1.5996,-2.32312,-1.31612,0.671263,-3.72552
1.5997,-2.32305,-1.31649,0.671535,-3.72545
1.5998,-2.32298,-1.31686,0.671807,-3.72539
1.5999,-2.32292,-1.31723,0.672079,-3.72533
1.6,-2.32285,-1.31761,0.672351,-3.72527
1.6001,-2.32278,-1.31798,0.672623,-3.7252
1.6002,-2.32271,-1.31835,0.672895,-3.72514
1.6003,-2.32265,-1.31872,0.673167,-3.72508
1.6004,-2.32258,-1.3191,0.673439,-3.72501
1.6005,-2.32251,-1.31947,0.673711,-3.72495
1.6006,-2.32244,-1.31984,0.673983,-3.72489
1.6007,-2.32238,-1.32021,0.674256,-3.72483
1.6008,-2.32231,-1.32059,0.674528,-3.72476
1.6009,-2.32224,-1.32096,0.6748,-3.7247
1.601,-2.32218,-1.32133,0.675072,-3.72464
1.6011,-2.32211,-1.3217,0.675345,-3.72458
1.6012,-2.32204,-1.32208,0.675617,-3.72451
1.6013,-2.32197,-1.32245,0.675889,-3.72445
1.6014,-2.3219,-1.32282,0.676162,-3.72439
1.6015,-2.32184,-1.32319,0.676434,-3.72433
1.6016,-2.32177,-1.32357,0.676706,-3.72426
1.6017,-2.3217,-1.32394,0.676979,-3.7242
1.6018,-2.32163,-1.32431,0.677251,-3.72414
1.6019,-2.32157,-1.32468,0.677523,-3.72408
1.602,-2.3215,-1.32506,0.677796,-3.72402
1.6021,-2.32143,-1.32543,0.678068,-3.72395
1.6022,-2.32136,-1.3258,0.678341,-3.72389
1.6023,-2.3213,-1.32617,0.678613,-3.72383
1.6024,-2.32123,-1.32655,0.678886,-3.72377
1.6025,-2.32116,-1.32692,0.679158,-3.7237
1.6026,-2.32109,-1.32729,0.679431,-3.72364
1.6027,-2.32102,-1.32766,0.679704,-3.72358
1.6028,-2.32096,-1.32803,0.679976,-3.72352
1.6029,-2.32089,-1.32841,0.680249,-3.72346
1.603,-2.32082,-1.32878,0.680522,-3.72339
1.6031,-2.32075,-1.32915,0.680794,-3.72333
1.6032,-2.32068,-1.32952,0.681067,-3.72327
1.6033,-2.32062,-1.3299,0.68134,-3.72321
1.6034,-2.32055,-1.33027,0.681612,-3.72315
1.6035,-2.32048,-1.33064,0.681885,-3.72308
1.6036,-2.32041,-1.33101,0.682158,-3.72302
1.6037,-2.32034,-1.33139,0.682431,-3.72296
1.6038,-2.32027,-1.33176,0.682703,-3.7229
1.6039,-2.32021,-1.33213,0.682976,-3.72284
1.604,-2.32014,-1.3325,0.683249,-3.72277
1.6041,-2.32007,-1.33287,0.683522,-3.72271
1.6042,-2.32,-1.33325,0.683795,-3.72265
1.6043,-2.31993,-1.33362,0.684068,-3.72259
1.6044,-2.31986,-1.33399,0.684341,-3.72253
1.6045,-2.3198,-1.33436,0.684614,-3.72247
1.6046,-2.31973,-1.33474,0.684887,-3.7224
1.6047,-2.31966,-1.33511,0.68516,-3.72234
1.6048,-2.31959,-1.33548,0.685433,-3.72228
1.6049,-2.31952,-1.33585,0.685706,-3.72222
1.605,-2.31945,-1.33623,0.685979,-3.72216
1.6051,-2.31938,-1.3366,0.686252,-3.7221
1.6052,-2.31932,-1.33697,0.686525,-3.72204
1.6053,-2.31925,-1.33734,0.686798,-3.72197
1.6054,-2.31918,-1.33771,0.687071,-3.72191
1.6055,-2.31911,-1.33809,0.687344,-3.72185
1.6056,-2.31904,-1.33846,0.687618,-3.72179
1.6057,-2.31897,-1.33883,0.687891,-3.72173
1.6058,-2.3189,-1.3392,0.688164,-3.72167
1.6059,-2.31883,-1.33957,0.688437,-3.72161
1.606,-2.31877,-1.33995,0.688711,-3.72154
1.6061,-2.3187,-1.34032,0.688984,-3.72148
1.6062,-2.31863,-1.34069,0.689257,-3.72142
1.6063,-2.31856,-1.34106,0.68953,-3.72136
1.6064,-2.31849,-1.34144,0.689804,-3.7213
1.6065,-2.31842,-1.34181,0.690077,-3.72124
1.6066,-2.31835,-1.34218,0.690351,-3.72118
1.6067,-2.31828,-1.34255,0.690624,-3.72112
1.6068,-2.31821,-1.34292,0.690897,-3.72105
1.6069,-2.31814,-1.3433,0.691171,-3.72099
1.607,-2.31808,-1.34367,0.691444,-3.72093
1.6071,-2.31801,-1.34404,0.691718,-3.72087
1.6072,-2.31794,-1.34441,0.691991,-3.72081
1.6073,-2.31787,-1.34478,0.692265,-3.72075
1.6074,-2.3178,-1.34516,0.692538,-3.72069
1.6075,-2.31773,-1.34553,0.692812,-3.72063
1.6076,-2.31766,-1.3459,0.693086,-3.72057
1.6077,-2.31759,-1.34627,0.693359,-3.72051
