t,th1,th2,dth1,dth2
3.5624,-1.81722,-7.32359,-3.30688,2.27664
3.5625,-1.81755,-7.32337,-3.30678,2.27727
3.5626,-1.81788,-7.32314,-3.30668,2.27791
3.5627,-1.81821,-7.32291,-3.30658,2.27854
3.5628,-1.81854,-7.32268,-3.30647,2.27917
3.5629,-1.81887,-7.32245,-3.30637,2.2798
3.563,-1.8192,-7.32223,-3.30627,2.28043
3.5631,-1.81953,-7.322,-3.30617,2.28106
3.5632,-1.81986,-7.32177,-3.30606,2.28169
3.5633,-1.82019,-7.32154,-3.30596,2.28232
3.5634,-1.82053,-7.32131,-3.30586,2.28295
3.5635,-1.82086,-7.32109,-3.30575,2.28358
3.5636,-1.82119,-7.32086,-3.30565,2.28421
3.5637,-1.82152,-7.32063,-3.30555,2.28483
3.5638,-1.82185,-7.3204,-3.30544,2.28546
3.5639,-1.82218,-7.32017,-3.30534,2.28609
3.564,-1.82251,-7.31994,-3.30523,2.28672
3.5641,-1.82284,-7.31971,-3.30513,2.28734
3.5642,-1.82317,-7.31948,-3.30502,2.28797
3.5643,-1.8235,-7.31926,-3.30492,2.2886
3.5644,-1.82383,-7.31903,-3.30481,2.28922
3.5645,-1.82416,-7.3188,-3.30471,2.28985
3.5646,-1.82449,-7.31857,-3.3046,2.29047
3.5647,-1.82482,-7.31834,-3.30449,2.2911
3.5648,-1.82515,-7.31811,-3.30439,2.29172
3.5649,-1.82548,-7.31788,-3.30428,2.29235
3.565,-1.82581,-7.31765,-3.30417,2.29297
3.5651,-1.82614,-7.31742,-3.30407,2.29359
3.5652,-1.82647,-7.31719,-3.30396,2.29422
3.5653,-1.8268,-7.31696,-3.30385,2.29484
3.5654,-1.82713,-7.31673,-3.30374,2.29546
3.5655,-1.82747,-7.31651,-3.30364,2.29608
3.5656,-1.8278,-7.31628,-3.30353,2.2967
3.5657,-1.82813,-7.31605,-3.30342,2.29733
3.5658,-1.82846,-7.31582,-3.30331,2.29795
3.5659,-1.82879,-7.31559,-3.3032,2.29857
3.566,-1.82912,-7.31536,-3.30309,2.29919
3.5661,-1.82945,-7.31513,-3.30298,2.29981
3.5662,-1.82978,-7.3149,-3.30287,2.30043
3.5663,-1.83011,-7.31467,-3.30277,2.30105
3.5664,-1.83044,-7.31444,-3.30266,2.30167
3.5665,-1.83077,-7.31421,-3.30255,2.30228
3.5666,-1.8311,-7.31398,-3.30243,2.3029
3.5667,-1.83143,-7.31375,-3.30232,2.30352
3.5668,-1.83176,-7.31352,-3.30221,2.30414
3.5669,-1.83209,-7.31328,-3.3021,2.30476
3.567,-1.83242,-7.31305,-3.30199,2.30537
3.5671,-1.83275,-7.31282,-3.30188,2.30599
3.5672,-1.83308,-7.31259,-3.30177,2.30661
3.5673,-1.83341,-7.31236,-3.30166,2.30722
3.5674,-1.83374,-7.31213,-3.30154,2.30784
3.5675,-1.83407,-7.3119,-3.30143,2.30845
3.5676,-1.8344,-7.31167,-3.30132,2.30907
3.5677,-1.83473,-7.31144,-3.30121,2.30968
3.5678,-1.83506,-7.31121,-3.30109,2.3103
3.5679,-1.83539,-7.31098,-3.30098,2.31091
3.568,-1.83572,-7.31075,-3.30087,2.31152
3.5681,-1.83605,-7.31051,-3.30075,2.31214
3.5682,-1.83638,-7.31028,-3.30064,2.31275
3.5683,-1.83671,-7.31005,-3.30052,2.31336
3.5684,-1.83704,-7.30982,-3.30041,2.31397
3.5685,-1.83737,-7.30959,-3.3003,2.31459
3.5686,-1.8377,-7.30936,-3.30018,2.3152
3.5687,-1.83803,-7.30913,-3.30007,2.31581
3.5688,-1.83836,-7.30889,-3.29995,2.31642
3.5689,-1.83869,-7.30866,-3.29984,2.31703
3.569,-1.83902,-7.30843,-3.29972,2.31764
3.5691,-1.83935,-7.3082,-3.2996,2.31825
3.5692,-1.83968,-7.30797,-3.29949,2.31886
3.5693,-1.84001,-7.30774,-3.29937,2.31947
3.5694,-1.84034,-7.3075,-3.29925,2.32008
3.5695,-1.84067,-7.30727,-3.29914,2.32068
3.5696,-1.841,-7.30704,-3.29902,2.32129
3.5697,-1.84133,-7.30681,-3.2989,2.3219
3.5698,-1.84166,-7.30658,-3.29879,2.32251
3.5699,-1.84199,-7.30634,-3.29867,2.32311
3.57,-1.84232,-7.30611,-3.29855,2.32372
3.5701,-1.84265,-7.30588,-3.29843,2.32433
3.5702,-1.84298,-7.30565,-3.29831,2.32493
3.5703,-1.84331,-7.30541,-3.2982,2.32554
3.5704,-1.84364,-7.30518,-3.29808,2.32614
3.5705,-1.84397,-7.30495,-3.29796,2.32675
3.5706,-1.8443,-7.30472,-3.29784,2.32735
3.5707,-1.84463,-7.30448,-3.29772,2.32796
3.5708,-1.84496,-7.30425,-3.2976,2.32856
3.5709,-1.84529,-7.30402,-3.29748,2.32917
3.571,-1.84562,-7.30378,-3.29736,2.32977
3.5711,-1.84595,-7.30355,-3.29724,2.33037
3.5712,-1.84628,-7.30332,-3.29712,2.33097
3.5713,-1.84661,-7.30308,-3.297,2.33158
3.5714,-1.84694,-7.30285,-3.29688,2.33218
3.5715,-1.84727,-7.30262,-3.29676,2.33278
3.5716,-1.8476,-7.30238,-3.29664,2.33338
3.5717,-1.84793,-7.30215,-3.29651,2.33398
3.5718,-1.84826,-7.30192,-3.29639,2.33458
3.5719,-1.84859,-7.30168,-3.29627,2.33518
3.572,-1.84892,-7.30145,-3.29615,2.33578
3.5721,-1.84924,-7.30122,-3.29603,2.33638
3.5722,-1.84957,-7.30098,-3.2959,2.33698
3.5723,-1.8499,-7.30075,-3.29578,2.33758
3.5724,-1.85023,-7.30052,-3.29566,2.33818
3.5725,-1.85056,-7.30028,-3.29553,2.33878
3.5726,-1.85089,-7.30005,-3.29541,2.33937
3.5727,-1.85122,-7.29981,-3.29529,2.33997
3.5728,-1.85155,-7.29958,-3.29516,2.34057
3.5729,-1.85188,-7.29935,-3.29504,2.34116
3.573,-1.85221,-7.29911,-3.29491,2.34176
3.5731,-1.85254,-7.29888,-3.29479,2.34236
3.5732,-1.85287,-7.29864,-3.29466,2.34295
3.5733,-1.8532,-7.29841,-3.29454,2.34355
3.5734,-1.85353,-7.29818,-3.29441,2.34414
3.5735,-1.85386,-7.29794,-3.29429,2.34474
3.5736,-1.85419,-7.29771,-3.29416,2.34533
3.5737,-1.85452,-7.29747,-3.29404,2.34593
3.5738,-1.85485,-7.29724,-3.29391,2.34652
3.5739,-1.85518,-7.297,-3.29378,2.34711
3.574,-1.8555,-7.29677,-3.29366,2.34771
3.5741,-1.85583,-7.29653,-3.29353,2.3483
3.5742,-1.85616,-7.2963,-3.2934,2.34889
3.5743,-1.85649,-7.29606,-3.29328,2.34948
3.5744,-1.85682,-7.29583,-3.29315,2.35007
3.5745,-1.85715,-7.29559,-3.29302,2.35066
3.5746,-1.85748,-7.29536,-3.29289,2.35125
3.5747,-1.85781,-7.29512,-3.29276,2.35185
3.5748,-1.85814,-7.29489,-3.29264,2.35244
3.5749,-1.85847,-7.29465,-3.29251,2.35303
3.575,-1.8588,-7.29442,-3.29238,2.35361
3.5751,-1.85913,-7.29418,-3.29225,2.3542
3.5752,-1.85946,-7.29395,-3.29212,2.35479
3.5753,-1.85979,-7.29371,-3.29199,2.35538
3.5754,-1.86011,-7.29347,-3.29186,2.35597
3.5755,-1.86044,-7.29324,-3.29173,2.35656
3.5756,-1.86077,-7.293,-3.2916,2.35714
3.5757,-1.8611,-7.29277,-3.29147,2.35773
3.5758,-1.86143,-7.29253,-3.29134,2.35832
3.5759,-1.86176,-7.2923,-3.29121,2.3589
3.576,-1.86209,-7.29206,-3.29108,2.35949
3.5761,-1.86242,-7.29182,-3.29095,2.36007
3.5762,-1.86275,-7.29159,-3.29082,2.36066
3.5763,-1.86308,-7.29135,-3.29069,2.36124
3.5764,-1.86341,-7.29112,-3.29055,2.36183
3.5765,-1.86374,-7.29088,-3.29042,2.36241
3.5766,-1.86406,-7.29064,-3.29029,2.363
3.5767,-1.86439,-7.29041,-3.29016,2.36358
3.5768,-1.86472,-7.29017,-3.29002,2.36416
3.5769,-1.86505,-7.28993,-3.28989,2.36475
3.577,-1.86538,-7.2897,-3.28976,2.36533
3.5771,-1.86571,-7.28946,-3.28962,2.36591
3.5772,-1.86604,-7.28922,-3.28949,2.36649
3.5773,-1.86637,-7.28899,-3.28936,2.36707
3.5774,-1.8667,-7.28875,-3.28922,2.36766
3.5775,-1.86702,-7.28851,-3.28909,2.36824
3.5776,-1.86735,-7.28828,-3.28895,2.36882
3.5777,-1.86768,-7.28804,-3.28882,2.3694
3.5778,-1.86801,-7.2878,-3.28868,2.36998
3.5779,-1.86834,-7.28757,-3.28855,2.37056
3.578,-1.86867,-7.28733,-3.28841,2.37113
3.5781,-1.869,-7.28709,-3.28828,2.37171
3.5782,-1.86933,-7.28686,-3.28814,2.37229
3.5783,-1.86966,-7.28662,-3.28801,2.37287
3.5784,-1.86998,-7.28638,-3.28787,2.37345
3.5785,-1.87031,-7.28614,-3.28773,2.37402
3.5786,-1.87064,-7.28591,-3.2876,2.3746
3.5787,-1.87097,-7.28567,-3.28746,2.37518
3.5788,-1.8713,-7.28543,-3.28732,2.37575
3.5789,-1.87163,-7.28519,-3.28719,2.37633
3.579,-1.87196,-7.28496,-3.28705,2.3769
3.5791,-1.87229,-7.28472,-3.28691,2.37748
3.5792,-1.87261,-7.28448,-3.28677,2.37805
3.5793,-1.87294,-7.28424,-3.28664,2.37863
3.5794,-1.87327,-7.284,-3.2865,2.3792
3.5795,-1.8736,-7.28377,-3.28636,2.37978
3.5796,-1.87393,-7.28353,-3.28622,2.38035
3.5797,-1.87426,-7.28329,-3.28608,2.38092
3.5798,-1.87459,-7.28305,-3.28594,2.3815
3.5799,-1.87491,-7.28281,-3.2858,2.38207
3.58,-1.87524,-7.28258,-3.28566,2.38264
3.5801,-1.87557,-7.28234,-3.28552,2.38321
3.5802,-1.8759,-7.2821,-3.28538,2.38378
3.5803,-1.87623,-7.28186,-3.28524,2.38435
3.5804,-1.87656,-7.28162,-3.2851,2.38492
3.5805,-1.87689,-7.28138,-3.28496,2.38549
3.5806,-1.87721,-7.28115,-3.28482,2.38606
3.5807,-1.87754,-7.28091,-3.28468,2.38663
3.5808,-1.87787,-7.28067,-3.28454,2.3872
3.5809,-1.8782,-7.28043,-3.2844,2.38777
3.581,-1.87853,-7.28019,-3.28425,2.38834
3.5811,-1.87886,-7.27995,-3.28411,2.38891
3.5812,-1.87919,-7.27971,-3.28397,2.38948
3.5813,-1.87951,-7.27947,-3.28383,2.39004
3.5814,-1.87984,-7.27923,-3.28369,2.39061
3.5815,-1.88017,-7.279,-3.28354,2.39118
3.5816,-1.8805,-7.27876,-3.2834,2.39174
3.5817,-1.88083,-7.27852,-3.28326,2.39231
3.5818,-1.88116,-7.27828,-3.28311,2.39287
3.5819,-1.88148,-7.27804,-3.28297,2.39344
3.582,-1.88181,-7.2778,-3.28282,2.394
3.5821,-1.88214,-7.27756,-3.28268,2.39457
3.5822,-1.88247,-7.27732,-3.28254,2.39513
3.5823,-1.8828,-7.27708,-3.28239,2.3957
3.5824,-1.88312,-7.27684,-3.28225,2.39626
3.5825,-1.88345,-7.2766,-3.2821,2.39682
3.5826,-1.88378,-7.27636,-3.28196,2.39739
3.5827,-1.88411,-7.27612,-3.28181,2.39795
3.5828,-1.88444,-7.27588,-3.28167,2.39851
3.5829,-1.88477,-7.27564,-3.28152,2.39907
3.583,-1.88509,-7.2754,-3.28137,2.39963
3.5831,-1.88542,-7.27516,-3.28123,2.40019
3.5832,-1.88575,-7.27492,-3.28108,2.40076
3.5833,-1.88608,-7.27468,-3.28093,2.40132
3.5834,-1.88641,-7.27444,-3.28079,2.40188
3.5835,-1.88673,-7.2742,-3.28064,2.40244
3.5836,-1.88706,-7.27396,-3.28049,2.40299
3.5837,-1.88739,-7.27372,-3.28034,2.40355
3.5838,-1.88772,-7.27348,-3.2802,2.40411
3.5839,-1.88805,-7.27324,-3.28005,2.40467
3.584,-1.88837,-7.273,-3.2799,2.40523
3.5841,-1.8887,-7.27276,-3.27975,2.40579
3.5842,-1.88903,-7.27252,-3.2796,2.40634
3.5843,-1.88936,-7.27228,-3.27945,2.4069
3.5844,-1.88969,-7.27204,-3.27931,2.40746
3.5845,-1.89001,-7.2718,-3.27916,2.40801
3.5846,-1.89034,-7.27156,-3.27901,2.40857
3.5847,-1.89067,-7.27131,-3.27886,2.40912
3.5848,-1.891,-7.27107,-3.27871,2.40968
3.5849,-1.89133,-7.27083,-3.27856,2.41023
3.585,-1.89165,-7.27059,-3.27841,2.41079
3.5851,-1.89198,-7.27035,-3.27826,2.41134
3.5852,-1.89231,-7.27011,-3.27811,2.41189
3.5853,-1.89264,-7.26987,-3.27795,2.41245
3.5854,-1.89296,-7.26963,-3.2778,2.413
3.5855,-1.89329,-7.26939,-3.27765,2.41355
3.5856,-1.89362,-7.26914,-3.2775,2.41411
3.5857,-1.89395,-7.2689,-3.27735,2.41466
3.5858,-1.89428,-7.26866,-3.2772,2.41521
3.5859,-1.8946,-7.26842,-3.27704,2.41576
3.586,-1.89493,-7.26818,-3.27689,2.41631
3.5861,-1.89526,-7.26794,-3.27674,2.41686
3.5862,-1.89559,-7.26769,-3.27659,2.41741
3.5863,-1.89591,-7.26745,-3.27643,2.41796
3.5864,-1.89624,-7.26721,-3.27628,2.41851
3.5865,-1.89657,-7.26697,-3.27613,2.41906
3.5866,-1.8969,-7.26673,-3.27597,2.41961
3.5867,-1.89722,-7.26649,-3.27582,2.42016
3.5868,-1.89755,-7.26624,-3.27566,2.4207
3.5869,-1.89788,-7.266,-3.27551,2.42125
3.587,-1.89821,-7.26576,-3.27535,2.4218
3.5871,-1.89854,-7.26552,-3.2752,2.42235
3.5872,-1.89886,-7.26527,-3.27504,2.42289
3.5873,-1.89919,-7.26503,-3.27489,2.42344
3.5874,-1.89952,-7.26479,-3.27473,2.42398
3.5875,-1.89984,-7.26455,-3.27458,2.42453
3.5876,-1.90017,-7.26431,-3.27442,2.42507
3.5877,-1.9005,-7.26406,-3.27427,2.42562
3.5878,-1.90083,-7.26382,-3.27411,2.42616
3.5879,-1.90115,-7.26358,-3.27395,2.42671
3.588,-1.90148,-7.26333,-3.2738,2.42725
3.5881,-1.90181,-7.26309,-3.27364,2.42779
3.5882,-1.90214,-7.26285,-3.27348,2.42834
3.5883,-1.90246,-7.26261,-3.27332,2.42888
3.5884,-1.90279,-7.26236,-3.27317,2.42942
3.5885,-1.90312,-7.26212,-3.27301,2.42996
3.5886,-1.90345,-7.26188,-3.27285,2.4305
3.5887,-1.90377,-7.26163,-3.27269,2.43105
3.5888,-1.9041,-7.26139,-3.27253,2.43159
3.5889,-1.90443,-7.26115,-3.27238,2.43213
3.589,-1.90476,-7.2609,-3.27222,2.43267
3.5891,-1.90508,-7.26066,-3.27206,2.43321
3.5892,-1.90541,-7.26042,-3.2719,2.43375
3.5893,-1.90574,-7.26017,-3.27174,2.43429
3.5894,-1.90606,-7.25993,-3.27158,2.43482
3.5895,-1.90639,-7.25969,-3.27142,2.43536
3.5896,-1.90672,-7.25944,-3.27126,2.4359
3.5897,-1.90705,-7.2592,-3.2711,2.43644
3.5898,-1.90737,-7.25896,-3.27094,2.43697
3.5899,-1.9077,-7.25871,-3.27078,2.43751
3.59,-1.90803,-7.25847,-3.27062,2.43805
3.5901,-1.90835,-7.25823,-3.27045,2.43858
3.5902,-1.90868,-7.25798,-3.27029,2.43912
3.5903,-1.90901,-7.25774,-3.27013,2.43966
3.5904,-1.90933,-7.25749,-3.26997,2.44019
3.5905,-1.90966,-7.25725,-3.26981,2.44073
3.5906,-1.90999,-7.25701,-3.26964,2.44126
3.5907,-1.91032,-7.25676,-3.26948,2.44179
3.5908,-1.91064,-7.25652,-3.26932,2.44233
3.5909,-1.91097,-7.25627,-3.26916,2.44286
3.591,-1.9113,-7.25603,-3.26899,2.44339
3.5911,-1.91162,-7.25578,-3.26883,2.44393
3.5912,-1.91195,-7.25554,-3.26867,2.44446
3.5913,-1.91228,-7.2553,-3.2685,2.44499
3.5914,-1.9126,-7.25505,-3.26834,2.44552
3.5915,-1.91293,-7.25481,-3.26817,2.44605
3.5916,-1.91326,-7.25456,-3.26801,2.44658
3.5917,-1.91358,-7.25432,-3.26785,2.44711
3.5918,-1.91391,-7.25407,-3.26768,2.44764
3.5919,-1.91424,-7.25383,-3.26752,2.44817
3.592,-1.91456,-7.25358,-3.26735,2.4487
3.5921,-1.91489,-7.25334,-3.26718,2.44923
3.5922,-1.91522,-7.25309,-3.26702,2.44976
3.5923,-1.91554,-7.25285,-3.26685,2.45029
3.5924,-1.91587,-7.2526,-3.26669,2.45082
3.5925,-1.9162,-7.25236,-3.26652,2.45134
3.5926,-1.91652,-7.25211,-3.26635,2.45187
3.5927,-1.91685,-7.25187,-3.26619,2.4524
3.5928,-1.91718,-7.25162,-3.26602,2.45292
3.5929,-1.9175,-7.25138,-3.26585,2.45345
3.593,-1.91783,-7.25113,-3.26569,2.45398
3.5931,-1.91816,-7.25089,-3.26552,2.4545
3.5932,-1.91848,-7.25064,-3.26535,2.45503
3.5933,-1.91881,-7.25039,-3.26518,2.45555
3.5934,-1.91914,-7.25015,-3.26501,2.45608
3.5935,-1.91946,-7.2499,-3.26485,2.4566
3.5936,-1.91979,-7.24966,-3.26468,2.45712
3.5937,-1.92012,-7.24941,-3.26451,2.45765
3.5938,-1.92044,-7.24917,-3.26434,2.45817
3.5939,-1.92077,-7.24892,-3.26417,2.45869
3.594,-1.9211,-7.24867,-3.264,2.45921
3.5941,-1.92142,-7.24843,-3.26383,2.45974
3.5942,-1.92175,-7.24818,-3.26366,2.46026
3.5943,-1.92207,-7.24794,-3.26349,2.46078
3.5944,-1.9224,-7.24769,-3.26332,2.4613
3.5945,-1.92273,-7.24744,-3.26315,2.46182
3.5946,-1.92305,-7.2472,-3.26298,2.46234
3.5947,-1.92338,-7.24695,-3.26281,2.46286
3.5948,-1.92371,-7.24671,-3.26264,2.46338
3.5949,-1.92403,-7.24646,-3.26247,2.4639
3.595,-1.92436,-7.24621,-3.26229,2.46441
3.5951,-1.92469,-7.24597,-3.26212,2.46493
3.5952,-1.92501,-7.24572,-3.26195,2.46545
3.5953,-1.92534,-7.24547,-3.26178,2.46597
3.5954,-1.92566,-7.24523,-3.26161,2.46649
3.5955,-1.92599,-7.24498,-3.26143,2.467
3.5956,-1.92632,-7.24473,-3.26126,2.46752
3.5957,-1.92664,-7.24449,-3.26109,2.46803
3.5958,-1.92697,-7.24424,-3.26091,2.46855
3.5959,-1.92729,-7.24399,-3.26074,2.46907
3.596,-1.92762,-7.24375,-3.26057,2.46958
3.5961,-1.92795,-7.2435,-3.26039,2.47009
3.5962,-1.92827,-7.24325,-3.26022,2.47061
3.5963,-1.9286,-7.243,-3.26004,2.47112
3.5964,-1.92892,-7.24276,-3.25987,2.47164
3.5965,-1.92925,-7.24251,-3.25969,2.47215
3.5966,-1.92958,-7.24226,-3.25952,2.47266
3.5967,-1.9299,-7.24202,-3.25934,2.47317
3.5968,-1.93023,-7.24177,-3.25917,2.47369
3.5969,-1.93055,-7.24152,-3.25899,2.4742
3.597,-1.93088,-7.24127,-3.25882,2.47471
3.5971,-1.93121,-7.24103,-3.25864,2.47522
3.5972,-1.93153,-7.24078,-3.25847,2.47573
3.5973,-1.93186,-7.24053,-3.25829,2.47624
3.5974,-1.93218,-7.24028,-3.25811,2.47675
3.5975,-1.93251,-7.24004,-3.25794,2.47726
3.5976,-1.93284,-7.23979,-3.25776,2.47777
3.5977,-1.93316,-7.23954,-3.25758,2.47828
3.5978,-1.93349,-7.23929,-3.2574,2.47879
3.5979,-1.93381,-7.23904,-3.25723,2.47929
3.598,-1.93414,-7.2388,-3.25705,2.4798
3.5981,-1.93446,-7.23855,-3.25687,2.48031
3.5982,-1.93479,-7.2383,-3.25669,2.48082
3.5983,-1.93512,-7.23805,-3.25651,2.48132
3.5984,-1.93544,-7.2378,-3.25633,2.48183
3.5985,-1.93577,-7.23756,-3.25616,2.48233
3.5986,-1.93609,-7.23731,-3.25598,2.48284
3.5987,-1.93642,-7.23706,-3.2558,2.48335
3.5988,-1.93674,-7.23681,-3.25562,2.48385
3.5989,-1.93707,-7.23656,-3.25544,2.48435
3.599,-1.93739,-7.23631,-3.25526,2.48486
3.5991,-1.93772,-7.23607,-3.25508,2.48536
3.5992,-1.93805,-7.23582,-3.2549,2.48587
3.5993,-1.93837,-7.23557,-3.25472,2.48637
3.5994,-1.9387,-7.23532,-3.25454,2.48687
3.5995,-1.93902,-7.23507,-3.25435,2.48737
3.5996,-1.93935,-7.23482,-3.25417,2.48787
3.5997,-1.93967,-7.23457,-3.25399,2.48838
3.5998,-1.94,-7.23432,-3.25381,2.48888
3.5999,-1.94032,-7.23408,-3.25363,2.48938
3.6,-1.94065,-7.23383,-3.25345,2.48988
3.6001,-1.94097,-7.23358,-3.25326,2.49038
3.6002,-1.9413,-7.23333,-3.25308,2.49088
3.6003,-1.94162,-7.23308,-3.2529,2.49138
3.6004,-1.94195,-7.23283,-3.25272,2.49188
3.6005,-1.94228,-7.23258,-3.25253,2.49237
3.6006,-1.9426,-7.23233,-3.25235,2.49287
3.6007,-1.94293,-7.23208,-3.25217,2.49337
3.6008,-1.94325,-7.23183,-3.25198,2.49387
3.6009,-1.94358,-7.23158,-3.2518,2.49437
3.601,-1.9439,-7.23133,-3.25161,2.49486
3.6011,-1.94423,-7.23108,-3.25143,2.49536
3.6012,-1.94455,-7.23084,-3.25124,2.49585
3.6013,-1.94488,-7.23059,-3.25106,2.49635
3.6014,-1.9452,-7.23034,-3.25088,2.49685
3.6015,-1.94553,-7.23009,-3.25069,2.49734
3.6016,-1.94585,-7.22984,-3.2505,2.49783
3.6017,-1.94618,-7.22959,-3.25032,2.49833
3.6018,-1.9465,-7.22934,-3.25013,2.49882
3.6019,-1.94683,-7.22909,-3.24995,2.49932
3.602,-1.94715,-7.22884,-3.24976,2.49981
3.6021,-1.94748,-7.22859,-3.24957,2.5003
3.6022,-1.9478,-7.22834,-3.24939,2.50079
3.6023,-1.94813,-7.22809,-3.2492,2.50129
3.6024,-1.94845,-7.22784,-3.24901,2.50178
3.6025,-1.94878,-7.22759,-3.24883,2.50227
3.6026,-1.9491,-7.22734,-3.24864,2.50276
3.6027,-1.94943,-7.22709,-3.24845,2.50325
3.6028,-1.94975,-7.22684,-3.24826,2.50374
3.6029,-1.95008,-7.22659,-3.24808,2.50423
3.603,-1.9504,-7.22633,-3.24789,2.50472
3.6031,-1.95073,-7.22608,-3.2477,2.50521
3.6032,-1.95105,-7.22583,-3.24751,2.5057
3.6033,-1.95137,-7.22558,-3.24732,2.50619
3.6034,-1.9517,-7.22533,-3.24713,2.50667
3.6035,-1.95202,-7.22508,-3.24694,2.50716
3.6036,-1.95235,-7.22483,-3.24675,2.50765
3.6037,-1.95267,-7.22458,-3.24656,2.50814
3.6038,-1.953,-7.22433,-3.24637,2.50862
3.6039,-1.95332,-7.22408,-3.24618,2.50911
3.604,-1.95365,-7.22383,-3.24599,2.50959
3.6041,-1.95397,-7.22358,-3.2458,2.51008
3.6042,-1.9543,-7.22333,-3.24561,2.51056
3.6043,-1.95462,-7.22307,-3.24542,2.51105
3.6044,-1.95495,-7.22282,-3.24523,2.51153
3.6045,-1.95527,-7.22257,-3.24504,2.51202
3.6046,-1.95559,-7.22232,-3.24485,2.5125
3.6047,-1.95592,-7.22207,-3.24465,2.51298
3.6048,-1.95624,-7.22182,-3.24446,2.51347
3.6049,-1.95657,-7.22157,-3.24427,2.51395
3.605,-1.95689,-7.22132,-3.24408,2.51443
3.6051,-1.95722,-7.22106,-3.24388,2.51491
3.6052,-1.95754,-7.22081,-3.24369,2.5154
3.6053,-1.95787,-7.22056,-3.2435,2.51588
3.6054,-1.95819,-7.22031,-3.24331,2.51636
3.6055,-1.95851,-7.22006,-3.24311,2.51684
3.6056,-1.95884,-7.21981,-3.24292,2.51732
3.6057,-1.95916,-7.21955,-3.24272,2.5178
3.6058,-1.95949,-7.2193,-3.24253,2.51828
3.6059,-1.95981,-7.21905,-3.24234,2.51875
3.606,-1.96014,-7.2188,-3.24214,2.51923
3.6061,-1.96046,-7.21855,-3.24195,2.51971
3.6062,-1.96078,-7.21829,-3.24175,2.52019
3.6063,-1.96111,-7.21804,-3.24156,2.52067
3.6064,-1.96143,-7.21779,-3.24136,2.52114
3.6065,-1.96176,-7.21754,-3.24117,2.52162
3.6066,-1.96208,-7.21729,-3.24097,2.5221
3.6067,-1.9624,-7.21703,-3.24077,2.52257
3.6068,-1.96273,-7.21678,-3.24058,2.52305
3.6069,-1.96305,-7.21653,-3.24038,2.52352
3.607,-1.96338,-7.21628,-3.24018,2.524
3.6071,-1.9637,-7.21602,-3.23999,2.52447
3.6072,-1.96402,-7.21577,-3.23979,2.52495
3.6073,-1.96435,-7.21552,-3.23959,2.52542
3.6074,-1.96467,-7.21527,-3.2394,2.52589
3.6075,-1.965,-7.21501,-3.2392,2.52636
3.6076,-1.96532,-7.21476,-3.239,2.52684
3.6077,-1.96564,-7.21451,-3.2388,2.52731
3.6078,-1.96597,-7.21426,-3.2386,2.52778
3.6079,-1.96629,-7.214,-3.23841,2.52825
3.608,-1.96662,-7.21375,-3.23821,2.52872
3.6081,-1.96694,-7.2135,-3.23801,2.52919
3.6082,-1.96726,-7.21324,-3.23781,2.52967
3.6083,-1.96759,-7.21299,-3.23761,2.53013
3.6084,-1.96791,-7.21274,-3.23741,2.5306
3.6085,-1.96823,-7.21249,-3.23721,2.53107
3.6086,-1.96856,-7.21223,-3.23701,2.53154
3.6087,-1.96888,-7.21198,-3.23681,2.53201
3.6088,-1.96921,-7.21173,-3.23661,2.53248
3.6089,-1.96953,-7.21147,-3.23641,2.53295
3.609,-1.96985,-7.21122,-3.23621,2.53341
3.6091,-1.97018,-7.21097,-3.23601,2.53388
3.6092,-1.9705,-7.21071,-3.23581,2.53435
3.6093,-1.97082,-7.21046,-3.23561,2.53481
3.6094,-1.97115,-7.21021,-3.23541,2.53528
3.6095,-1.97147,-7.20995,-3.2352,2.53575
3.6096,-1.97179,-7.2097,-3.235,2.53621
3.6097,-1.97212,-7.20945,-3.2348,2.53668
3.6098,-1.97244,-7.20919,-3.2346,2.53714
3.6099,-1.97277,-7.20894,-3.23439,2.5376
3.61,-1.97309,-7.20868,-3.23419,2.53807
3.6101,-1.97341,-7.20843,-3.23399,2.53853
3.6102,-1.97374,-7.20818,-3.23379,2.53899
3.6103,-1.97406,-7.20792,-3.23358,2.53946
3.6104,-1.97438,-7.20767,-3.23338,2.53992
3.6105,-1.97471,-7.20741,-3.23317,2.54038
3.6106,-1.97503,-7.20716,-3.23297,2.54084
3.6107,-1.97535,-7.20691,-3.23277,2.5413
3.6108,-1.97568,-7.20665,-3.23256,2.54176
3.6109,-1.976,-7.2064,-3.23236,2.54222
3.611,-1.97632,-7.20614,-3.23215,2.54268
3.6111,-1.97664,-7.20589,-3.23195,2.54314
3.6112,-1.97697,-7.20563,-3.23174,2.5436
3.6113,-1.97729,-7.20538,-3.23154,2.54406
3.6114,-1.97761,-7.20513,-3.23133,2.54452
3.6115,-1.97794,-7.20487,-3.23113,2.54498
3.6116,-1.97826,-7.20462,-3.23092,2.54544
3.6117,-1.97858,-7.20436,-3.23071,2.54589
3.6118,-1.97891,-7.20411,-3.23051,2.54635
3.6119,-1.97923,-7.20385,-3.2303,2.54681
3.612,-1.97955,-7.2036,-3.23009,2.54726
3.6121,-1.97988,-7.20334,-3.22989,2.54772
3.6122,-1.9802,-7.20309,-3.22968,2.54818
3.6123,-1.98052,-7.20283,-3.22947,2.54863
3.6124,-1.98084,-7.20258,-3.22926,2.54909
3.6125,-1.98117,-7.20232,-3.22906,2.54954
